# fetched_at	origin_slug	destination_slug	travel_date	operator	price_bob	currency	source
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-25	Trans Copacabana	149.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-25	El Dorado	167.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-25	Bolivar	185.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-26	SAMA	133.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-26	Trans Copacabana	151.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-26	El Dorado	169.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-26	Bolivar	187.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-27	SAMA	135.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-27	Trans Copacabana	153.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-27	El Dorado	171.00	BOB	daily-fetch
2026-07-13T23:27:39Z	cochabamba	santa-cruz	2026-07-27	Bolivar	189.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-14	SAMA	215.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-14	Trans Copacabana	233.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-14	El Dorado	251.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-14	Bolivar	269.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-15	SAMA	217.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-15	Trans Copacabana	235.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-15	El Dorado	253.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-15	Bolivar	271.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-16	SAMA	219.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-16	Trans Copacabana	237.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-16	El Dorado	255.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-16	Bolivar	273.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-17	SAMA	221.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-17	Trans Copacabana	239.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-17	El Dorado	257.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-17	Bolivar	275.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-18	SAMA	223.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-18	Trans Copacabana	241.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-18	El Dorado	259.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-18	Bolivar	277.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-19	SAMA	225.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-19	Trans Copacabana	243.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-19	El Dorado	261.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-19	Bolivar	279.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-20	SAMA	248.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-20	Trans Copacabana	266.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-20	El Dorado	284.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-20	Bolivar	302.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-21	SAMA	250.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-21	Trans Copacabana	268.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-21	El Dorado	286.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-21	Bolivar	304.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-22	SAMA	252.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-22	Trans Copacabana	270.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-22	El Dorado	288.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-22	Bolivar	306.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-23	SAMA	254.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-23	Trans Copacabana	272.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-23	El Dorado	290.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-23	Bolivar	308.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-24	SAMA	256.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-24	Trans Copacabana	274.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-24	El Dorado	292.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-24	Bolivar	310.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-25	SAMA	233.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-25	Trans Copacabana	251.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-25	El Dorado	269.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-25	Bolivar	287.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-26	SAMA	235.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-26	Trans Copacabana	253.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-26	El Dorado	271.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-26	Bolivar	289.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-27	SAMA	237.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-27	Trans Copacabana	255.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-27	El Dorado	273.00	BOB	daily-fetch
2026-07-13T23:27:39Z	la-paz	sucre	2026-07-27	Bolivar	291.00	BOB	daily-fetch
